Make,Model/Variant,Series,Year Range,Year_From,Year_To,Engine/Trim,Fuel,Source,Source_Code,Neuton_PN,Year_OpenEnded,Year_To_Num,Year_From_Num,Product_URL
HOLDEN,Jackaroo SE 3 Turbo Diesel,,1999-on,1999,on,,,SuperCharge 2019 Guide,MF75D23R,,Y,9999,1999,nan
HOLDEN,Jackaroo Turbo Diesel,,2000-on,2000,on,,,SuperCharge 2019 Guide,MF75D23R,,Y,9999,2000,nan
HOLDEN,Kingswood,,1969-85,1969,1985,,,SuperCharge 2019 Guide,MF50,K85EFR550,,1985,1969,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k85efr550
HOLDEN,Malibu Diesel,,2013-on,2013,on,,,SuperCharge 2019 Guide,MF88H,K60044,Y,9999,2013,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k60044
HOLDEN,Malibu Petrol,,2013-on,2013,on,,,SuperCharge 2019 Guide,MF66H,K56638,Y,9999,2013,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k56638
HOLDEN,"Monaro - CV8, CV8-R",,2001-on,2001,on,,,SuperCharge 2019 Guide,MF53,K85L620S,Y,9999,2001,nan
HOLDEN,Nova - LF,,1989-94,1989,1994,,,SuperCharge 2019 Guide,MF43,43,,1994,1989,nan
HOLDEN,Nova - LG,,1994-96,1994,1996,,,SuperCharge 2019 Guide,MF66,K56318,,1996,1994,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k56318
HOLDEN,Rodeo - Petrol,,2005-08,2005,2008,,,SuperCharge 2019 Guide,MF80D26L,,,2008,2005,nan
HOLDEN,Rodeo - Petrol,,2003-05,2003,2005,,,SuperCharge 2019 Guide,MF75D23R,,,2005,2003,nan
HOLDEN,Rodeo - Petrol,,1998-03,1998,2003,,,SuperCharge 2019 Guide,MF80D26L,,,2003,1998,nan
HOLDEN,Rodeo - Petrol,,1988-98,1988,1998,,,SuperCharge 2019 Guide,MF50,K85EFR550,,1998,1988,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k85efr550
HOLDEN,Rodeo - Petrol,,1978-88,1978,1988,,,SuperCharge 2019 Guide,MF43,43,,1988,1978,nan
HOLDEN,Rodeo - Diesel,,2003-on,2003,on,,,SuperCharge 2019 Guide,MF95D31L,K95D31LS,Y,9999,2003,nan
HOLDEN,Rodeo - Diesel,,1981-03,1981,2003,,,SuperCharge 2019 Guide,MF95D31R,K95D31RS,,2003,1981,nan
HOLDEN,Sintra,,2011-on,2011,on,,,SuperCharge 2019 Guide,MF55,K55519,Y,9999,2011,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k55519
HOLDEN,"Suburban 15 - LS, LT",,1998-on,1998,on,,,SuperCharge 2019 Guide,MF78DT,K78-670,Y,9999,1998,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k78-670
HOLDEN,"Suburban 25 - LS, LT",,1998-on,1998,on,,,SuperCharge 2019 Guide,MF52,K85L620S,Y,9999,1998,nan
HOLDEN,Tigra,,2005,2005,2005,,,SuperCharge 2019 Guide,MF66,K56318,,2005,2005,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k56318
HOLDEN,Trailblazer,,2016-on,2016,on,,,SuperCharge 2019 Guide,MF88H,K60044,Y,9999,2016,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k60044
HOLDEN,Trax TJ 1.8 Petrol,,2013-on,2013,on,,,SuperCharge 2019 Guide,MF55H,K55530,Y,9999,2013,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k55530
HOLDEN,Trax TJ 1.4 Petrol,,2014-on,2014,on,,,SuperCharge 2019 Guide,MF66H,K56638,Y,9999,2014,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k56638
HOLDEN,Utility,,1980-85,1980,1985,,,SuperCharge 2019 Guide,MF50,K85EFR550,,1985,1980,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k85efr550
HOLDEN,Vectra - 3.2L V6,,2003-on,2003,on,,,SuperCharge 2019 Guide,MF55,K55519,Y,9999,2003,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k55519
HOLDEN,Vectra - 2.5L V6,,1999-on,1999,on,,,SuperCharge 2019 Guide,MF66,K56318,Y,9999,1999,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k56318
HOLDEN,Vectra - 4Cyl,,1999-on,1999,on,,,SuperCharge 2019 Guide,MF66,K56318,Y,9999,1999,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k56318
HOLDEN,"Vectra, 2.2L 4Cyl Petrol (Australian)",,1998-99,1998,1999,,,SuperCharge 2019 Guide,MF50,K85EFR550,,1999,1998,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k85efr550
HOLDEN,Viva,,2005-on,2005,on,,,SuperCharge 2019 Guide,MF50,K85EFR550,Y,9999,2005,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k85efr550
HOLDEN,Volt EV 1.4i 111kW,,2012-14,2012,2014,,,SuperCharge 2019 Guide,MF55HSS,VRL260,,2014,2012,https://www.thebatterypeople.com.au/product-page/vrl260-ln2-agm
HOLDEN,Za!ra - MPV,,2001-on,2001,on,,,SuperCharge 2019 Guide,MF66,K56318,Y,9999,2001,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k56318
HOLDEN HSV,"Clubsport, Maloo, Sentor, XU6",,2011-on,2011,on,,,SuperCharge 2019 Guide,MF66H,K56638,Y,9999,2011,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k56638
HOLDEN HSV,"Grange LS2, LS3",,2006-07,2006,2007,,,SuperCharge 2019 Guide,MF66H,K56638,,2007,2006,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k56638
HOLDEN HSV,GTS LS2,,2006-08,2006,2008,,,SuperCharge 2019 Guide,MF66H,K56638,,2008,2006,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k56638
HOLDEN HSV,SV6,,2005-06,2005,2006,,,SuperCharge 2019 Guide,MF53,K85L620S,,2006,2005,nan
HOLDEN HSV,GTO,,2002-05,2002,2005,,,SuperCharge 2019 Guide,MF53,K85L620S,,2005,2002,nan
HONDA,Accord - Euro (Japan),,2002-on,2002,on,,,SuperCharge 2019 Guide,MF55B24LS,K46B24LS,Y,9999,2002,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k46b24ls
HONDA,Accord - Euro (Japan),,2000-02,2000,2002,,,SuperCharge 2019 Guide,MF75D23L,K55D23LX,,2002,2000,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k55d23lx
HONDA,Accord - 3.5L V6,,2008-on,2008,on,,,SuperCharge 2019 Guide,MF80D26R,,Y,9999,2008,nan
HONDA,Accord - V6,,2003-08,2003,2008,,,SuperCharge 2019 Guide,MF75D23L,K55D23LX,,2008,2003,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k55d23lx
HONDA,Accord - V6,,1997-03,1997,2003,,,SuperCharge 2019 Guide,MF80D26R,,,2003,1997,nan
HONDA,Accord - 2.4L Vti,,2008-on,2008,on,,,SuperCharge 2019 Guide,MF55B24LS,K46B24LS,Y,9999,2008,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k46b24ls
HONDA,Accord - 4Cyl,,1993-03,1993,2003,,,SuperCharge 2019 Guide,MF75D23L,K55D23LX,,2003,1993,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k55d23lx
HONDA,Accord - 4Cyl,,1986-93,1986,1993,,,SuperCharge 2019 Guide,MF55B24RS,K46B24RS,,1993,1986,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k46b24rs
HONDA,Accord - 4Cyl,,1977-86,1977,1986,,,SuperCharge 2019 Guide,MF40B20ZAL,,,1986,1977,nan
HONDA,Accord - Wagon (Aerodeck),,1991-94,1991,1994,,,SuperCharge 2019 Guide,MF75D23L,K55D23LX,,1994,1991,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k55d23lx
HONDA,City,,2009-on,2009,on,,,SuperCharge 2019 Guide,MF40B20L,,Y,9999,2009,nan
HONDA,City,,1986-94,1986,1994,,,SuperCharge 2019 Guide,MF55B24RS,K46B24RS,,1994,1986,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k46b24rs
HONDA,Civic - Hybrid,,2004-on,2004,on,,,SuperCharge 2019 Guide,MF40B20L,,Y,9999,2004,nan
HONDA,Civic - 4DR Hatch (Great Britain),,2012-on,2012,on,,,SuperCharge 2019 Guide,MF55H,K55530,Y,9999,2012,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k55530
HONDA,Civic,,2006-on,2006,on,,,SuperCharge 2019 Guide,MF55B24RS,K46B24RS,Y,9999,2006,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k46b24rs
HONDA,Civic,,2000-05,2000,2005,,,SuperCharge 2019 Guide,MF55B24LS,K46B24LS,,2005,2000,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k46b24ls
HONDA,Civic,,1985-05,1985,2005,,,SuperCharge 2019 Guide,MF55B24RS,K46B24RS,,2005,1985,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k46b24rs
HONDA,Civic,,1973-78,1973,1978,,,SuperCharge 2019 Guide,MF40B20L,,,1978,1973,nan
HONDA,Concerto 5DR,,1988-92,1988,1992,,,SuperCharge 2019 Guide,MF55B24RS,K46B24RS,,1992,1988,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k46b24rs
HONDA,CR-V,,2002-on,2002,on,,,SuperCharge 2019 Guide,MF55B24LS,K46B24LS,Y,9999,2002,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k46b24ls
HONDA,CR-V,,1995-01,1995,2001,,,SuperCharge 2019 Guide,MF55B24RS,K46B24RS,,2001,1995,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k46b24rs
HONDA,CR-V Diesel,,2014-on,2014,on,,,SuperCharge 2019 Guide,MF66,K56318,Y,9999,2014,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k56318
HONDA,CRX,,1987-on,1987,on,,,SuperCharge 2019 Guide,MF55B24RS,K46B24RS,Y,9999,1987,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k46b24rs
HONDA,CR-Z,,2011-on,2011,on,,,SuperCharge 2019 Guide,MF40B20L,,Y,9999,2011,nan
HONDA,"HRV, HRV SPORT",,1998-on,1998,on,,,SuperCharge 2019 Guide,MF55B24LS,K46B24LS,Y,9999,1998,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k46b24ls
HONDA,Integra,,2001-07,2001,2007,,,SuperCharge 2019 Guide,MF55B24LS,K46B24LS,,2007,2001,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k46b24ls
HONDA,Integra,,1994-01,1994,2001,,,SuperCharge 2019 Guide,MF55B24RS,K46B24RS,,2001,1994,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k46b24rs
HONDA,Integra,,1989-93,1989,1993,,,SuperCharge 2019 Guide,MF75D23R,,,1993,1989,nan
HONDA,Integra,,1985-88,1985,1988,,,SuperCharge 2019 Guide,MF55B24RS,K46B24RS,,1988,1985,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k46b24rs
HONDA,Insight,,2010-14,2010,2014,,,SuperCharge 2019 Guide,MF40B20L,,,2014,2010,nan
HONDA,Jazz,,2003-on,2003,on,,,SuperCharge 2019 Guide,MF40B20L,,Y,9999,2003,nan
HONDA,Legend - 4DR and Coupe,,1991-07,1991,2007,,,SuperCharge 2019 Guide,MF80D26R,,,2007,1991,nan
HONDA,Legend - 4DR and Coupe,,1986-90,1986,1990,,,SuperCharge 2019 Guide,MF80D26L,,,1990,1986,nan
HONDA,"MDX, MDX 4X4",,2003-06,2003,2006,,,SuperCharge 2019 Guide,MF80D26L,,,2006,2003,nan
HONDA,NSX - MT and AT,,1995-05,1995,2005,,,SuperCharge 2019 Guide,MF80D26L,,,2005,1995,nan
HONDA,NSX - MT,,1990-95,1990,1995,,,SuperCharge 2019 Guide,MF75D23L,K55D23LX,,1995,1990,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k55d23lx
HONDA,NSX - AT,,1990-95,1990,1995,,,SuperCharge 2019 Guide,MF80D26L,,,1995,1990,nan
HONDA,Odyssey - L4,,2000-14,2000,2014,,,SuperCharge 2019 Guide,MF55B24LS,K46B24LS,,2014,2000,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k46b24ls
HONDA,Odyssey - V6,,2000-on,2000,on,,,SuperCharge 2019 Guide,MF75D23R,,Y,9999,2000,nan
HONDA,Odyssey Petrol,,2007-09,2007,2009,,,SuperCharge 2019 Guide,MF55B24LS,K46B24LS,,2009,2007,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k46b24ls
HONDA,Odyssey,,1994-99,1994,1999,,,SuperCharge 2019 Guide,MF75D23L,K55D23LX,,1999,1994,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k55d23lx
HONDA,Prelude - BB6,,1998-02,1998,2002,,,SuperCharge 2019 Guide,MF80D26R,,,2002,1998,nan
HONDA,Prelude - BB5,,1997-02,1997,2002,,,SuperCharge 2019 Guide,MF55B24LS,K46B24LS,,2002,1997,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k46b24ls
HONDA,Prelude - 4WS ALL,,1985-96,1985,1996,,,SuperCharge 2019 Guide,MF80D26L,,,1996,1985,nan
HONDA,Prelude - SI,,1991-96,1991,1996,,,SuperCharge 2019 Guide,MF75D23L,K55D23LX,,1996,1991,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k55d23lx
HONDA,Prelude - VTiR,,1991-on,1991,on,,,SuperCharge 2019 Guide,MF80D26L,,Y,9999,1991,nan
HONDA,S2000,,1999-on,1999,on,,,SuperCharge 2019 Guide,MF55B24LS,K46B24LS,Y,9999,1999,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k46b24ls
HONDA,Shuttle,,1998-on,1998,on,,,SuperCharge 2019 Guide,MF55B24RS,K46B24RS,Y,9999,1998,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k46b24rs
HUMMER,Most Models,,1997-98,1997,1998,,,SuperCharge 2019 Guide,MF78DT,K78-670,,1998,1997,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k78-670
HUMMER,H2 Luxury SUV,,2003-on,2003,on,,,SuperCharge 2019 Guide,MF80D26R,,Y,9999,2003,nan
HUMMER,"H3, H3 Adventure, H3 Luxury",,2007-on,2007,on,,,SuperCharge 2019 Guide,MF50,K85EFR550,Y,9999,2007,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k85efr550
HYUNDAI,Accent,,2000-05,2000,2005,,,SuperCharge 2019 Guide,MF51,K85DFL550,,2005,2000,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k85dfl550
HYUNDAI,Accent,,2006-on,2006,on,,,SuperCharge 2019 Guide,MF52,K85L620S,Y,9999,2006,nan
HYUNDAI,Accent,,2011-on,2011,on,,,SuperCharge 2019 Guide,MF50D20L,K50D20L,Y,9999,2011,nan
HYUNDAI,RB Accent Diesel,,2011-on,2011,on,,,SuperCharge 2019 Guide,MF80D26L,,Y,9999,2011,nan
HYUNDAI,Coupe,,1996-02,1996,2002,,,SuperCharge 2019 Guide,MF51,K85DFL550,,2002,1996,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k85dfl550
HYUNDAI,Elantra,,2000-05,2000,2005,,,SuperCharge 2019 Guide,MF52,K85L620S,,2005,2000,nan
HYUNDAI,Elantra,,2006-11,2006,2011,,,SuperCharge 2019 Guide,MF51,K85DFL550,,2011,2006,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k85dfl550
HYUNDAI,Elantra,,2012-on,2012,on,,,SuperCharge 2019 Guide,MF55H,K55530,Y,9999,2012,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k55530
HYUNDAI,Excel,,1986-87,1986,1987,,,SuperCharge 2019 Guide,MF40B20ZAL,,,1987,1986,nan
HYUNDAI,Excel,,1996-00,1996,2000,,,SuperCharge 2019 Guide,MF51,K85DFL550,,2000,1996,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k85dfl550
HYUNDAI,Excel - GS (move clamp),,1988-95,1988,1995,,,SuperCharge 2019 Guide,MF51,K85DFL550,,1995,1988,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k85dfl550
HYUNDAI,Getz,,2002-on,2002,on,,,SuperCharge 2019 Guide,MF44,K54317,Y,9999,2002,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k54317
HYUNDAI,Grandeur - Diesel,,2006-on,2006,on,,,SuperCharge 2019 Guide,MF95D31L,K95D31LS,Y,9999,2006,nan
HYUNDAI,Grandeur,,1999-03,1999,2003,,,SuperCharge 2019 Guide,MF80D26L,,,2003,1999,nan
HYUNDAI,Grandeur,,2006-on,2006,on,,,SuperCharge 2019 Guide,MF80D26L,,Y,9999,2006,nan
HYUNDAI,Grandeur XG,,1999-03,1999,2003,,,SuperCharge 2019 Guide,MF50,K85EFR550,,2003,1999,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k85efr550
HYUNDAI,H1/Starex,,2007-12,2007,2012,,,SuperCharge 2019 Guide,MF95D31R,K95D31RS,,2012,2007,nan
HYUNDAI,i20,,2010-on,2010,on,,,SuperCharge 2019 Guide,MF50D20L,K50D20L,Y,9999,2010,nan
HYUNDAI,i30 - Hatch Active/Elite/Premium 1.8 Ltr. Diesel,,2012-on,2012,on,,,SuperCharge 2019 Guide,MF66H,K56638,Y,9999,2012,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k56638
HYUNDAI,i30 - Hatch Active/Elite/Premium 1.8 Ltr. Petrol,,2012-on,2012,on,,,SuperCharge 2019 Guide,MF55H,K55530,Y,9999,2012,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k55530
HYUNDAI,i30,,2007-11,2007,2011,,,SuperCharge 2019 Guide,MF53,K85L620S,,2011,2007,nan
HYUNDAI,i30 - Diesel,,2008-11,2008,2011,,,SuperCharge 2019 Guide,MF80D26L,,,2011,2008,nan
HYUNDAI,i30 - CW,,2009-11,2009,2011,,,SuperCharge 2019 Guide,MF75D23L,K55D23LX,,2011,2009,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k55d23lx
HYUNDAI,i40 1.7 Turbo Diesel,,2011-on,2011,on,,,SuperCharge 2019 Guide,MF80D26L,,Y,9999,2011,nan
HYUNDAI,i40 2.0 Petrol,,2011-on,2011,on,,,SuperCharge 2019 Guide,MF80D26L,,Y,9999,2011,nan
HYUNDAI,i45 2.4 Petrol,,2001-on,2001,on,,,SuperCharge 2019 Guide,MF80D26L,,Y,9999,2001,nan
HYUNDAI,Kona,,2018-on,2018,on,,,SuperCharge 2019 Guide,MF55HSS,VRL260,Y,9999,2018,https://www.thebatterypeople.com.au/product-page/vrl260-ln2-agm
HYUNDAI,iload/iMax,,2008-on,2008,on,,,SuperCharge 2019 Guide,MF80D26R,,Y,9999,2008,nan
HYUNDAI,iload/iMax Diesel,,2008-on,2008,on,,,SuperCharge 2019 Guide,MF95D31R,K95D31RS,Y,9999,2008,nan
HYUNDAI,ix35 2.0 Diesel,,2001-on,2001,on,,,SuperCharge 2019 Guide,MF95D31R,K95D31RS,Y,9999,2001,nan
HYUNDAI,ix35 2.0 Petrol,,2001-on,2001,on,,,SuperCharge 2019 Guide,MF75D23L,K55D23LX,Y,9999,2001,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k55d23lx
HYUNDAI,ix35 2.04 Petrol,,2001-on,2001,on,,,SuperCharge 2019 Guide,MF80D26R,,Y,9999,2001,nan
HYUNDAI,Lantra,,1991-94,1991,1994,,,SuperCharge 2019 Guide,MF50,K85EFR550,,1994,1991,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k85efr550
HYUNDAI,Lantra,,1995-97,1995,1997,,,SuperCharge 2019 Guide,MF43,43,,1997,1995,nan
HYUNDAI,"Lantra - SE, GL, GLS",,1998-00,1998,2000,,,SuperCharge 2019 Guide,MF52,K85L620S,,2000,1998,nan
HYUNDAI,Lavita MPV GLS,,2001-03,2001,2003,,,SuperCharge 2019 Guide,MF51,K85DFL550,,2003,2001,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k85dfl550
HYUNDAI,RB Accent,,2011-on,2011,on,,,SuperCharge 2019 Guide,MF75D23L,K55D23LX,Y,9999,2011,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k55d23lx
HYUNDAI,S Coupe,,1990-94,1990,1994,,,SuperCharge 2019 Guide,MF50,K85EFR550,,1994,1990,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k85efr550
HYUNDAI,S Coupe,,1994-96,1994,1996,,,SuperCharge 2019 Guide,MF80D26L,,,1996,1994,nan
HYUNDAI,Santa Fe - 2.04,,2000-05,2000,2005,,,SuperCharge 2019 Guide,MF80D26L,,,2005,2000,nan
HYUNDAI,Santa Fe - 2.7 V6,,2000-05,2000,2005,,,SuperCharge 2019 Guide,MF80D26L,,,2005,2000,nan
HYUNDAI,Santa Fe - 2.7 V6,,2005-on,2005,on,,,SuperCharge 2019 Guide,MF80D26L,,Y,9999,2005,nan
HYUNDAI,Santa Fe - 3.3 V6,,2005-on,2005,on,,,SuperCharge 2019 Guide,MF80D26L,,Y,9999,2005,nan
HYUNDAI,Santa Fe - Diesel,,2005-on,2005,on,,,SuperCharge 2019 Guide,MF95D31R,K95D31RS,Y,9999,2005,nan
HYUNDAI,Santa Fe - V6 Petrol,,2007-on,2007,on,,,SuperCharge 2019 Guide,MF95D31R,K95D31RS,Y,9999,2007,nan
HYUNDAI,Sonata,,1989-98,1989,1998,,,SuperCharge 2019 Guide,MF50,K85EFR550,,1998,1989,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k85efr550
HYUNDAI,Sonata - 2.04,,2000-05,2000,2005,,,SuperCharge 2019 Guide,MF80D26L,,,2005,2000,nan
HYUNDAI,Sonata - 2.04,,2006-on,2006,on,,,SuperCharge 2019 Guide,MF80D26R,,Y,9999,2006,nan
HYUNDAI,Sonata - 3.3 V6,,2005-on,2005,on,,,SuperCharge 2019 Guide,MF80D26R,,Y,9999,2005,nan
HYUNDAI,Sonata - Elite V6,,2000-05,2000,2005,,,SuperCharge 2019 Guide,MF80D26L,,,2005,2000,nan
HYUNDAI,Sonata - GL V6,,2000-05,2000,2005,,,SuperCharge 2019 Guide,MF51,K85DFL550,,2005,2000,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k85dfl550
HYUNDAI,Sonata - GLE,,1994-95,1994,1995,,,SuperCharge 2019 Guide,MF55B24RS,K46B24RS,,1995,1994,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k46b24rs
HYUNDAI,Sonata - GLE,,1996-97,1996,1997,,,SuperCharge 2019 Guide,MF50,K85EFR550,,1997,1996,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k85efr550
HYUNDAI,Sonata Diesel,,2008-on,2008,on,,,SuperCharge 2019 Guide,MF80D26R,,Y,9999,2008,nan
HYUNDAI,Terracan,,2001-02,2001,2002,,,SuperCharge 2019 Guide,MF80D26L,,,2002,2001,nan
HYUNDAI,Terracan,,2002-07,2002,2007,,,SuperCharge 2019 Guide,MF75D23L,K55D23LX,,2007,2002,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k55d23lx
HYUNDAI,Terracan - Highlander,,2004-07,2004,2007,,,SuperCharge 2019 Guide,MF80D26R,,,2007,2004,nan
HYUNDAI,Terracan Diesel,,2004-07,2004,2007,,,SuperCharge 2019 Guide,MF95D31L,K95D31LS,,2007,2004,nan
HYUNDAI,Tiburon - 4 Cyl,,2002-on,2002,on,,,SuperCharge 2019 Guide,MF80D26L,,Y,9999,2002,nan
HYUNDAI,Tiburon - V6,,2002-on,2002,on,,,SuperCharge 2019 Guide,MF80D26L,,Y,9999,2002,nan
HYUNDAI,Trajet,,2000-06,2000,2006,,,SuperCharge 2019 Guide,MF80D26L,,,2006,2000,nan
HYUNDAI,Tucson 2.7 V6,,2004-on,2004,on,,,SuperCharge 2019 Guide,MF80D26L,,Y,9999,2004,nan
HYUNDAI,Tucson City,,2004-on,2004,on,,,SuperCharge 2019 Guide,MF75D23L,K55D23LX,Y,9999,2004,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k55d23lx
HYUNDAI,Tucson Petrol,,2015-17,2015,2017,,,SuperCharge 2019 Guide,MF75D23L,K55D23LX,,2017,2015,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k55d23lx
HYUNDAI,Veloster Turbo,,2012-on,2012,on,,,SuperCharge 2019 Guide,MF44H,K54437,Y,9999,2012,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k54437
HYUNDAI,"Veloster S, Veloster +, Veloster SR Turbo",,2012-on,2012,on,,,SuperCharge 2019 Guide,MF44H,K54437,Y,9999,2012,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k54437
INFINITI,M Sedan V6 Petrol,,2012-on,2012,on,,,SuperCharge 2019 Guide,MF80D26L,,Y,9999,2012,nan
INFINITI,M Sedan Hybrid,,2012-on,2012,on,,,SuperCharge 2019 Guide,MF75D23L,K55D23LX,Y,9999,2012,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k55d23lx
ISUZU,"D-Max LS-U, LS-M, SX, EX, 4X2, 4X4",,2008-14,2008,2014,,,SuperCharge 2019 Guide,MF95D31L,K95D31LS,,2014,2008,nan
ISUZU,"MU-X, LS-T, LS-U, LS-X, 4X2, 4X4",,2002-on,2002,on,,,SuperCharge 2019 Guide,MF95D31L,K95D31LS,Y,9999,2002,nan
ISUZU,"MU-X, LS-T, LS-U, LS-X, 4X2, 4X4",,2011-on,2011,on,,,SuperCharge 2019 Guide,MF80D26L,,Y,9999,2011,nan
JAGUAR,S Type R,,2002-05,2002,2005,,,SuperCharge 2019 Guide,MF88H,K60044,,2005,2002,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k60044
JAGUAR,"F-Type 3.0SC, 5.0SC  X152",,2013-on,2013,on,,,SuperCharge 2019 Guide,MF88HSS,VRL590,Y,9999,2013,https://www.thebatterypeople.com.au/product-page/vrl590-ln5-agm
JAGUAR,F-Pace,,2015-on,2015,on,,,SuperCharge 2019 Guide,MF88HSS,VRL590,Y,9999,2015,https://www.thebatterypeople.com.au/product-page/vrl590-ln5-agm
JAGUAR,X Type,,2011-on,2011,on,,,SuperCharge 2019 Guide,MF77,K57539,Y,9999,2011,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k57539
JAGUAR,X Type 2.01 V6,,2001-05,2001,2005,,,SuperCharge 2019 Guide,MF55H,K55530,,2005,2001,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k55530
JAGUAR,X Type 2.05 V6,,2001-05,2001,2005,,,SuperCharge 2019 Guide,MF77,K57539,,2005,2001,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k57539
JAGUAR,X Type 3.0 V6,,2001-05,2001,2005,,,SuperCharge 2019 Guide,MF77,K57539,,2005,2001,https://www.thebatterypeople.com.au/product-page/neuton-power-k-series-k57539
JAGUAR,"XE 2.0DT, 2.0T, 3.0SC",,2015-on,2015,on,,,SuperCharge 2019 Guide,MF88HSS,VRL590,Y,9999,2015,https://www.thebatterypeople.com.au/product-page/vrl590-ln5-agm
